,MaxEStateIndex,NumAromaticCarbocycles,ExactMolWt,HeavyAtomCount,MolWt,Chi0,Chi3n,MaxAbsPartialCharge,LabuteASA,Chi0n,NumValenceElectrons,Chi0v,Chi3v,MinAbsPartialCharge,Chi1n,Chi1,MolMR,NumHDonors,Chi1v,NOCount,Chi2n,VSA_EState10
NHOHCount,0.3971768838713741,0.06298782028241413,0.24142568159496083,0.3100503753920713,0.2392304313101048,0.3346162359868503,0.21982508290584146,0.4395932667757437,0.23973445697570736,0.2657369204997473,0.331764856325897,0.19867523714907198,0.1535105953521728,0.34154669196729276,0.23951987163587524,0.2940095523595811,0.19294511298330494,0.9623521230310589,0.1913413763540547,0.6680367486081017,0.2459915151203328,0.20452486123587083
NumAliphaticRings,0.3076216613495947,0.13983471607971557,0.49524741481708906,0.5794206574678569,0.49359462694760414,0.5636355182094122,0.8486717062129501,0.1458800381618197,0.559938578141382,0.6201077817137461,0.6047508809369556,0.5681793050844783,0.7448390435844713,0.08825998460316443,0.6827234845368938,0.5733504706851347,0.5250065360000946,0.2437432840253078,0.6089340887370458,0.302511731329426,0.7796601992814227,0.04115011663225033
NumAromaticRings,0.10444106876572568,0.8826879912970768,0.34285635017338656,0.4118840446016234,0.34260276322412353,0.35412007120912187,0.16174076898951986,0.09028161938241892,0.3900620355726073,0.2950424999806193,0.29967394600825953,0.3089627601955887,0.16990638091721885,0.032942148715040975,0.2757950111677088,0.43764856715274525,0.44744351666372717,0.050066684328714146,0.28176404163107543,0.05235860606125276,0.1888045097799252,0.10839752030160263
NumHAcceptors,0.5690316848940336,0.08163212065017733,0.5216413026506768,0.6215474222216301,0.5184321165884483,0.6432053165568762,0.42894126725848625,0.5531621954431074,0.541065785959775,0.5920872217591854,0.6444892747314511,0.5236083692755064,0.4254288022409286,0.5864526338381335,0.5266877325250405,0.6105147023745078,0.48578184405064495,0.5979244351211253,0.5198903975071558,0.9346419176926687,0.4834927328559817,0.214520238777088
NumHeteroatoms,0.5283021101587316,0.02379760384946503,0.7086975058925901,0.6159445330755391,0.708901160009771,0.6570553355917754,0.3101159395954631,0.33125037640274313,0.6310832513993929,0.4928481206408949,0.6364976198401742,0.6019707418912017,0.48388157474988197,0.5817403194387963,0.40600184163530234,0.5904145355639726,0.5314419056114456,0.4956881337157936,0.5536740552553421,0.79499325400102,0.36389216560660614,0.3377925243419232
NumRotatableBonds,0.3192922688227633,0.10570806091985724,0.31448241983428293,0.3560751041414908,0.31261772033059726,0.39155917355099124,0.18028474352268953,0.3130245702081265,0.3477261937913355,0.4368020509682613,0.4244819461767222,0.39911702090431544,0.2249326349141929,0.330794674597991,0.4112246931625656,0.36041250547612913,0.3680921251098668,0.12788956151768835,0.42440858594172454,0.33255834328562744,0.2711630095792017,0.11574392135512188
RingCount,0.17703466756609393,0.5364949923471708,0.6624854817719432,0.7830276348897762,0.660932474151386,0.7273144315708551,0.8207271997731889,0.05384857464052847,0.7508099120844737,0.7303365147867479,0.7210684829728119,0.6977113420926208,0.7409631255949305,0.04859415287005441,0.7678572368327173,0.7970440753136652,0.764333421682203,0.16441874862886072,0.7112950333936848,0.2886398601897975,0.783695526197623,0.046070976523733834
MolLogP,0.20207301745446918,0.5331274548866904,0.4667385216866266,0.3669857591019972,0.4693119505915907,0.34831730182858534,0.31700201040444065,0.34302180873716553,0.47951048212576264,0.3551082905963884,0.3384038320725626,0.4989102697697035,0.4484457006632452,0.24739553542920412,0.37325486197915025,0.3764583730566405,0.5326567774178481,0.4918356179663978,0.47806410419830425,0.44197808038277187,0.33509586158312404,0.5486187571112912
fr_C_O,0.605743782988409,0.15976339930887692,0.28084435977070676,0.3790512233354766,0.2786506822645982,0.4062326754361238,0.38128076117942655,0.36772468641535894,0.3204454788642999,0.3963769924173132,0.40031143950621934,0.3085701467396306,0.2594364914777041,0.5736645534304942,0.37652862943174104,0.36477788028039315,0.26595192860350375,0.3152378741675579,0.27875549318587056,0.4987716074043025,0.3911438221799052,0.19421279592781482
fr_C_O_noCOO,0.5418872655164574,0.139311582224058,0.2810098708634624,0.37771579626240215,0.27906448778286147,0.3990240522056149,0.386343528996618,0.2435280719838075,0.3271245685538269,0.40449739880632923,0.3956813468303143,0.3249268064988244,0.278537492458178,0.4294694203773897,0.3844963302666637,0.3662622812768679,0.282742052566795,0.20784330029763856,0.2985160180035153,0.44466413668988564,0.39754332327777875,0.1661761488170767
fr_NH0,0.08354355039345696,0.009535669959679909,0.20112317691587195,0.2606932746100901,0.19985947604103854,0.24809911263110362,0.10033869318512834,0.12687520364592325,0.2228784702794823,0.231060593241604,0.2380926451616756,0.2036235183939107,0.09536695723415918,0.19392555210977555,0.18856672221928797,0.26821539939650807,0.22062773945501382,0.01335688257359946,0.1809703437433541,0.451204231188481,0.1384915139897953,0.08145043627645757
fr_benzene,0.10470935650058091,1.0,0.35974214625304546,0.40906559048399466,0.3599386524555704,0.35921997297679364,0.1890495789178737,0.1519937268725901,0.40714407420282583,0.3056439299974049,0.30741022278979774,0.33369749496696355,0.19969375921242996,0.09493535638209721,0.2956076880228191,0.43178460948093844,0.46771074059612716,0.08016888819229458,0.3054012509941431,0.0843628948750346,0.21487765472244508,0.16916090719092844
fr_bicyclic,0.1311688969194684,0.11996712869581069,0.454530423213996,0.541434575910358,0.45328734100934126,0.5088398752436306,0.771270907916417,0.058680475933287735,0.5260769330232082,0.5606042304242252,0.5304222672827055,0.5225352866447114,0.6935405631102926,0.010832087884650416,0.622008881784575,0.5433578555738294,0.5287267973057417,0.09095816248015863,0.5596589849752783,0.1363076246927213,0.7015920015979187,0.005026258904222727
fr_ether,0.25727488649980707,0.0025302402523281623,0.24350644653601006,0.30955133379968497,0.24211594877182271,0.31337837527752843,0.2146181958601424,0.35706506938579746,0.27551802288967114,0.3271383875240119,0.3289997689015356,0.2699986172566933,0.13720024176800977,0.342396613083487,0.29484297552531014,0.31402633431680066,0.24046815675257946,0.05178387707629219,0.22652841104626023,0.36761383228365624,0.2476059198064601,0.10071341962640078
fr_halogen,0.10699659436399638,0.1736426737237532,0.39930326348303435,0.10013116258742609,0.4048409480974302,0.12431830440104366,0.0472669181439618,0.33294181739081563,0.26148500435272487,0.03780364448769053,0.0984342708798731,0.24362749819055657,0.20409732748375603,0.12679046116435302,0.06214429907579941,0.08068889861345267,0.1860582142139547,0.20002084237407788,0.1583957514625401,0.2489318481729329,0.05432067130733596,0.9282279393701531
