"",MaxAbsEStateIndex,HeavyAtomMolWt,ExactMolWt,MaxAbsPartialCharge,MinAbsPartialCharge,Chi0,Chi0v,Chi1,Chi1n,Chi2v,Chi3n,Chi4n,Chi4v,LabuteASA,VSA_EState10,HeavyAtomCount,NOCount,NumHDonors,MolMR,fr_benzene
Kappa2,0.31335428594938497,0.5930680269699566,0.626088040066758,0.19381691764668768,0.26463888057334467,0.6538738755369895,0.6974807361400013,0.631558435919328,0.6640074807759276,0.5795960215294427,0.4549230729143234,0.4014396511787692,0.4748302543274963,0.6557528205150507,0.1085072636573357,0.627437664077467,0.33034441555851796,0.151812522432627,0.6696836941819936,0.06295006203021737
Kappa3,0.05037786675972212,0.03811136430893321,0.03632102075955584,0.003365628657776984,0.03322451151651082,0.037359343440086505,0.028623893667479933,0.044347290862722294,0.03341071273973101,0.018833790813299407,0.03928492268824891,0.033341605159130816,0.030836021515947696,0.038845563098591065,0.006577967100338625,0.042256316801650054,0.02036365309113277,0.02544141207508787,0.037177155892167864,0.04662357021314739
PEOE_VSA10,0.33119821729150767,0.3724366920646687,0.3759131002100031,0.31055768769145214,0.22123177637744793,0.42227513782171466,0.34083509555588287,0.40873488829540594,0.3374082068895913,0.2852950500835819,0.30756910370215945,0.2846262447087408,0.2540199514480646,0.3788529644198486,0.018901369887403114,0.4147439185994163,0.5111701473428277,0.45620008357167013,0.3229717227945164,0.03947267728485293
FpDensityMorgan1,0.2819588940866084,0.36536575568077895,0.35906328714859276,0.3366769386295717,0.31950733239710327,0.3127131028998986,0.3608218668743884,0.3564564942555241,0.32055776783175516,0.31679533289550754,0.258388707153334,0.23567772675179072,0.2795869782376181,0.38800936851841394,0.31559200933059117,0.3425602820388759,0.17436950768280174,0.10651858764115771,0.4208699828168451,0.5447979672963066
PEOE_VSA8,0.24899201679896815,0.4338798295677794,0.4406707982206535,0.13054787327741044,0.17704356753656358,0.4504565704883045,0.4656018869684784,0.4544320222775764,0.4132453310281555,0.4085331867361077,0.3537200440691454,0.3403224706694912,0.36465572111660566,0.46309676133020516,0.1329331187773231,0.45363450744973943,0.291218777722638,0.012016881415817639,0.46097423534512755,0.08615083818554983
SlogP_VSA10,0.29362959095815666,0.2229066134364872,0.22170491456400096,0.19102167098541956,0.3397612874460071,0.28115367669161,0.19828113558428076,0.2639590840919724,0.17564594816525803,0.1219642877900222,0.0676053926606645,0.04107758521086698,0.052673619117827454,0.22315880650385733,0.11269518141866784,0.2705306222883565,0.36823683658226636,0.16309402255709987,0.21486437395001703,0.169621832034148
SlogP_VSA1,0.33171168701388903,0.23745238392654758,0.23862482942578223,0.30979028758499966,0.4326889071437046,0.30674848313367975,0.21525090674144812,0.29424744084561016,0.19013717964721263,0.12571627819057618,0.07473512618470601,0.04461651241510545,0.05294925723425491,0.2402723520916367,0.14036680947256766,0.29770013905817944,0.6139891363344018,0.4554170307922956,0.226148523581033,0.07932986232696873
VSA_EState6,0.16295944627542025,0.22889731639041844,0.2189578335539441,0.15161182237272688,0.14103518181872646,0.25685724475818233,0.22459331483488645,0.351187240823571,0.2541957620709916,0.1273613433712381,0.15153402288767817,0.1303945560767938,0.11127854282303234,0.29486364778608515,0.010885765030176167,0.3198066009322761,0.13887058237521904,0.1352478660454541,0.37661443806345163,0.9119433045214468
HallKierAlpha,0.41016920627771797,0.26293759123782146,0.2775398845345676,0.3911858844656252,0.4344410966863302,0.5275105765506729,0.3280655597950115,0.5773375544797485,0.4867204719498316,0.16739311161540157,0.3747044573414606,0.34040875323833464,0.17570067172647963,0.4128418848548973,0.4579116407199236,0.5609331678981415,0.5859810093043842,0.33072288470438815,0.43799169039232855,0.5123174028322335
Kappa1,0.49955566140930446,0.8960563423159716,0.9206059226618833,0.26750593186655497,0.3891775788740866,0.9620411644287533,0.965140899915153,0.9273238447816738,0.8952790635677828,0.8795612024948406,0.7719814736487209,0.7199417612043825,0.7740694997015151,0.9534209791493329,0.2090695138900952,0.9385199963640218,0.5634704864345779,0.33967931149883895,0.9317086140315837,0.23017630301860437
SMR_VSA7,0.006909552312000402,0.4492807835481524,0.4291898788295095,0.09260232367503529,0.0036450849441036644,0.44670046307538824,0.39307001507422257,0.515562508679691,0.35180233288876195,0.2533512112262695,0.24602976558211037,0.21567402766661373,0.21759010647854324,0.48135317956562224,0.16881065390658895,0.4945904295471505,0.04449091150782269,0.04858384206945459,0.5209806485688159,0.874197030647959
